frequency_Hz,FR_gain_Rs0_dB,FR_gain_Rs50_dB,CM_I_HOT_dBuA,CM_I_RTN_dBuA,CM_I_CM_dBuA,NM_I_HOT_dBuA,NM_I_RTN_dBuA,NM_I_NM_dBuA,CM_I_CM_abs_A,NM_I_NM_abs_A
1.258925411794168688e+07,-2.343679406705776103e+02,-2.347731744554254192e+02,2.901194113268122621e+01,2.901194113268122621e+01,3.503254104596085483e+01,-1.000145126172460834e+02,-1.000145126172460834e+02,-1.000145126172460834e+02,5.644520469212766065e-05,9.983305682474798345e-12
1.273503081016662903e+07,-2.204001283470110195e+02,-2.207939748815534813e+02,3.313167967995784835e+01,3.313167967995784835e+01,3.915227959323747342e+01,-9.083727511301810864e+01,-9.083727511301810864e+01,-9.083727511301810864e+01,9.070139772362715571e-05,2.871681327960120363e-11
1.288249551693134941e+07,-2.158403755146092351e+02,-2.162366252619687543e+02,3.561599853741498833e+01,3.561599853741498833e+01,4.163659845069460630e+01,-9.840042766037997524e+01,-9.840042766037997524e+01,-9.840042766037997524e+01,1.207340926271973887e-04,1.202205241117504996e-11
1.303166778452300094e+07,-2.234842110221697453e+02,-2.238670266414914636e+02,3.734501270574175180e+01,3.734501270574175180e+01,4.336561261902136977e+01,-9.955112609829102155e+01,-9.955112609829102155e+01,-9.955112609829102155e+01,1.473264183829321456e-04,1.053037155322052207e-11
1.318256738556407392e+07,-2.261106200993205846e+02,-2.264843094332900080e+02,3.864279254890918480e+01,3.864279254890918480e+01,4.466339246218880987e+01,-9.420050425676230077e+01,-9.420050425676230077e+01,-9.420050425676230077e+01,1.710683329027001126e-04,1.949731405390394288e-11
1.333521432163324021e+07,-2.274819899721887850e+02,-2.278472088394351829e+02,3.966409947562746652e+01,3.966409947562746652e+01,4.568469938890709159e+01,-9.141055923190532440e+01,-9.141055923190532440e+01,-9.141055923190532440e+01,1.924132474478940460e-04,2.688264756382423999e-11
1.348962882591653243e+07,-2.283194838757015361e+02,-2.286765550823806166e+02,4.049446552019490753e+01,4.049446552019490753e+01,4.651506543347453260e+01,-8.939198677949067928e+01,-8.939198677949067928e+01,-8.939198677949067928e+01,2.117158008608973892e-04,3.391569031250891060e-11
1.364583136588923819e+07,-2.288773413368024876e+02,-2.292264995231457760e+02,4.118587962502878241e+01,4.118587962502878241e+01,4.720647953830840748e+01,-8.776096897432053368e+01,-8.776096897432053368e+01,-8.776096897432053368e+01,2.292577241919826038e-04,4.092150062659129074e-11
1.380384264602883905e+07,-2.292706122847492338e+02,-2.296120571687976337e+02,4.177214569325923321e+01,4.177214569325923321e+01,4.779274560653885828e+01,-8.637152624520115296e+01,-8.637152624520115296e+01,-8.637152624520115296e+01,2.452659616096709502e-04,4.802016939584085208e-11
1.396368361055939086e+07,-2.295594894612652297e+02,-2.298934030669977915e+02,4.227638210425606502e+01,4.227638210425606502e+01,4.829698201753569009e+01,-8.515116731377008819e+01,-8.515116731377008819e+01,-8.515116731377008819e+01,2.599256273674140842e-04,5.526391326949598182e-11
1.412537544622755423e+07,-2.297786685146991204e+02,-2.301052221540269898e+02,4.271503482893045600e+01,4.271503482893045600e+01,4.873563474221008107e+01,-8.405784306752586588e+01,-8.405784306752586588e+01,-8.405784306752586588e+01,2.733894410751213809e-04,6.267694885264148331e-11
1.428893958511103690e+07,-2.299495975892026536e+02,-2.302689551490749977e+02,4.310017996007621832e+01,4.310017996007621832e+01,4.912077987335584339e+01,-8.306459218720659976e+01,-8.306459218720659976e+01,-8.306459218720659976e+01,2.857847127198767960e-04,7.027007072437255251e-11
1.445439770745928027e+07,-2.300862598900407363e+02,-2.303985795597440642e+02,4.344091953828198172e+01,4.344091953828198172e+01,4.946151945156160679e+01,-8.215289138741317743e+01,-8.215289138741317743e+01,-8.215289138741317743e+01,2.972185920631638216e-04,7.804685919476539515e-11
1.462177174456718378e+07,-2.301981626698212153e+02,-2.305035979305717433e+02,4.374426637259893624e+01,4.374426637259893624e+01,4.976486628587856131e+01,-8.130936140910205268e+01,-8.130936140910205268e+01,-8.130936140910205268e+01,3.077820686577620269e-04,8.600662970635956979e-11
1.479108388168207183e+07,-2.302919941736385567e+02,-2.305906944077977698e+02,4.401572611122546874e+01,4.401572611122546874e+01,5.003632602450509381e+01,-8.052396678577905220e+01,-8.052396678577905220e+01,-8.052396678577905220e+01,3.175530594063237055e-04,9.414595402618116770e-11
1.496235656094432808e+07,-2.303725948943448714e+02,-2.306647057846542737e+02,4.425969234104375971e+01,4.425969234104375971e+01,5.028029225432338478e+01,-7.978895571791892394e+01,-7.978895571791892394e+01,-7.978895571791892394e+01,3.265988210653175076e-04,1.024594957311449823e-10
1.513561248436207138e+07,-2.304435535173296330e+02,-2.307292173236112660e+02,4.447972210014280847e+01,4.447972210014280847e+01,5.050032201342243354e+01,-7.909819826851629898e+01,-7.909819826851629898e+01,-7.909819826851629898e+01,3.349778576171217161e-04,1.109404917480239121e-10
1.531087461682031862e+07,-2.305075868130583103e+02,-2.307869425740211682e+02,4.467873257891977090e+01,4.467873257891977090e+01,5.069933249219939597e+01,-7.844675347179878599e+01,-7.844675347179878599e+01,-7.844675347179878599e+01,3.427414459654085132e-04,1.195810400652501473e-10
1.548816618912482820e+07,-2.305667897862573454e+02,-2.308399734736852054e+02,4.485914452761785753e+01,4.485914452761785753e+01,5.087974444089746839e+01,-7.783057518065118074e+01,-7.783057518065118074e+01,-7.783057518065118074e+01,3.499348709779912144e-04,1.283722759383049801e-10
1.566751070108150132e+07,-2.306228050570506980e+02,-2.308899496986561530e+02,4.502298881733442215e+01,4.502298881733442215e+01,5.104358873061404722e+01,-7.724630576861966347e+01,-7.724630576861966347e+01,-7.724630576861966347e+01,3.565984380142939061e-04,1.373044812164548152e-10
1.584893192461114191e+07,-2.306769403777802836e+02,-2.309381761588028326e+02,4.517198703757504319e+01,4.517198703757504319e+01,5.119258695085466826e+01,-7.669112754487085226e+01,-7.669112754487085226e+01,-7.669112754487085226e+01,3.627683147948570857e-04,1.463671521040083896e-10
1.603245390690041706e+07,-2.307302519331355199e+02,-2.309857062831177643e+02,4.530761350691871314e+01,4.530761350691871314e+01,5.132821342019833821e+01,-7.616265328132408285e+01,-7.616265328132408285e+01,-7.616265328132408285e+01,3.684772428572064343e-04,1.555490402902727053e-10
1.621810097358929925e+07,-2.307836045236032874e+02,-2.310334021925661432e+02,4.543114381181622718e+01,4.543114381181622718e+01,5.145174372509583804e+01,-7.565884396510105603e+01,-7.565884396510105603e+01,-7.565884396510105603e+01,3.737551506068303672e-04,1.648381765720025313e-10
1.640589773199538700e+07,-2.308377157994978006e+02,-2.310819789263508710e+02,4.554369350217168488e+01,4.554369350217168488e+01,5.156429341545130995e+01,-7.517794594770040817e+01,-7.517794594770040817e+01,-7.517794594770040817e+01,3.786296942642785094e-04,1.742218827219433681e-10
1.659586907437559776e+07,-2.308931892827828847e+02,-2.311320374579161694e+02,4.564624958229244100e+01,4.564624958229244100e+01,5.166684949557206608e+01,-7.471844219813037569e+01,-7.471844219813037569e+01,-7.471844219813037569e+01,3.831267492887930845e-04,1.836867753409290234e-10
1.678804018122562394e+07,-2.309505393740032559e+02,-2.311840896974223369e+02,4.573969677313647253e+01,4.573969677313647253e+01,5.176029668641608339e+01,-7.427901399843273111e+01,-7.427901399843273111e+01,-7.427901399843273111e+01,3.872708728176439490e-04,1.932187641921241906e-10
1.698243652461745963e+07,-2.310102105435002784e+02,-2.312385776794741332e+02,4.582484008320280111e+01,4.582484008320280111e+01,5.184543999648242618e+01,-7.385851049652769973e+01,-7.385851049652769973e+01,-7.385851049652769973e+01,3.910857571871426846e-04,2.028030467369313570e-10
1.717908387157589570e+07,-2.310725922457754677e+02,-2.312958884746970796e+02,4.590242494834274112e+01,4.590242494834274112e+01,5.192302486162236619e+01,-7.345592425807139136e+01,-7.345592425807139136e+01,-7.345592425807139136e+01,3.945946957782662298e-04,2.124241000926921178e-10
1.737800828749376163e+07,-2.311380306509008449e+02,-2.313563659188743600e+02,4.597315604971662850e+01,4.597315604971662850e+01,5.199375596299625357e+01,-7.307037145975473891e+01,-7.307037145975473891e+01,-7.307037145975473891e+01,3.978210855652808517e-04,2.220656713071084614e-10
1.757923613958692923e+07,-2.312068379819560278e+02,-2.314203199484914535e+02,4.603771587861227488e+01,4.603771587861227488e+01,5.205831579189188574e+01,-7.270107571785000289e+01,-7.270107571785000289e+01,-7.270107571785000289e+01,4.007889964550569346e-04,2.317107666304810275e-10
1.778279410038922727e+07,-2.312793000353040043e+02,-2.314880341194064499e+02,4.609678418910074527e+01,4.609678418910074527e+01,5.211738410238037034e+01,-7.234735479651942569e+01,-7.234735479651942569e+01,-7.234735479651942569e+01,4.035238468643765632e-04,2.413416403254906406e-10
1.798870915128787234e+07,-2.313556823108235676e+02,-2.315597717356945111e+02,4.615105968633693578e+01,4.615105968633693578e+01,5.217165959961656085e+01,-7.200860962200998472e+01,-7.200860962200998472e+01,-7.200860962200998472e+01,4.060532398101140646e-04,2.509397834612900372e-10
1.819700858609982580e+07,-2.314362350722542487e+02,-2.316357809087722615e+02,4.620128568812823033e+01,4.620128568812823033e+01,5.222188560140784830e+01,-7.168431516227036582e+01,-7.168431516227036582e+01,-7.168431516227036582e+01,4.084080371466942191e-04,2.604859130786527881e-10
1.840772001468954608e+07,-2.315211975805121654e+02,-2.317162987896227264e+02,4.624828216028404171e+01,4.624828216028404171e+01,5.226888207356366678e+01,-7.137401283081287318e+01,-7.137401283081287318e+01,-7.137401283081287318e+01,4.106237867131972341e-04,2.699599620758312478e-10
1.862087136662869528e+07,-2.316108016864010324e+02,-2.318015551605171254e+02,4.629298762342712337e+01,4.629298762342712337e+01,5.231358753670674844e+01,-7.107730414844506583e+01,-7.107730414844506583e+01,-7.107730414844506583e+01,4.127426772000631293e-04,2.793410701440856592e-10
1.883649089489801973e+07,-2.317052749275858332e+02,-2.318917755310798441e+02,4.633651624991843221e+01,4.633651624991843221e+01,5.235711616319805728e+01,-7.079384545351581437e+01,-7.079384545351581437e+01,-7.079384545351581437e+01,4.148162949588547928e-04,2.886075760731070454e-10
1.905460717963248119e+07,-2.318048432438720852e+02,-2.319871838527230068e+02,4.638023854580229965e+01,4.638023854580229965e+01,5.240083845908192473e+01,-7.052334349528510415e+01,-7.052334349528510415e+01,-7.052334349528510415e+01,4.169096263016199705e-04,2.977370117469670579e-10
1.927524913190936670e+07,-2.319097334018554761e+02,-2.320880049425030904e+02,4.642589935141135982e+01,4.642589935141135982e+01,5.244649926469098489e+01,-7.026555177932024776e+01,-7.026555177932024776e+01,-7.026555177932024776e+01,4.191070469738686398e-04,3.067060981585881296e-10
1.949844599758045375e+07,-2.320201752028364979e+02,-2.321944666902848269e+02,4.647579648032301947e+01,4.647579648032301947e+01,5.249639639360264454e+01,-7.002026756088565662e+01,-7.002026756088565662e+01,-7.002026756088565662e+01,4.215215860519720931e-04,3.154907437839825365e-10
1.972422736114853248e+07,-2.321364035350856057e+02,-2.323068021102896807e+02,4.653306124528824483e+01,4.653306124528824483e+01,5.255366115856786990e+01,-6.978732940393283002e+01,-6.978732940393283002e+01,-6.978732940393283002e+01,4.243097955413321302e-04,3.240660456754807127e-10
1.995262314968878776e+07,-2.322586603220574943e+02,-2.324252512886230022e+02,4.660211730891369797e+01,4.660211730891369797e+01,5.262271722219332304e+01,-6.956661524084179860e+01,-6.956661524084179860e+01,-6.956661524084179860e+01,4.276966623278943857e-04,3.324062936554480346e-10
2.018366363681559637e+07,-2.323871964112549335e+02,-2.325500632714738174e+02,4.668946742864815036e+01,4.668946742864815036e+01,5.271006734192777543e+01,-6.935804088252736221e+01,-6.935804088252736221e+01,-6.935804088252736221e+01,4.320195170636857165e-04,3.404849780181343463e-10
2.041737944669531658e+07,-2.325222734435915868e+02,-2.326814979338350042e+02,4.680512046424435368e+01,4.680512046424435368e+01,5.282572037752397875e+01,-6.916155894067428278e+01,-6.916155894067428278e+01,-6.916155894067428278e+01,4.378103445959633747e-04,3.482748011770690240e-10
2.065380155810531229e+07,-2.326641657399409269e+02,-2.328198278654262481e+02,4.696536525729092659e+01,4.696536525729092659e+01,5.298596517057055166e+01,-6.897715813431167931e+01,-6.897715813431167931e+01,-6.897715813431167931e+01,4.459624149171770020e-04,3.557476937287357981e-10
2.089296130854040757e+07,-2.328131622398161937e+02,-2.329653403087643255e+02,4.719865944326031126e+01,4.719865944326031126e+01,5.321925935653992923e+01,-6.880486296216281517e+01,-6.880486296216281517e+01,-6.880486296216281517e+01,4.581028227452827633e-04,3.628748354401320400e-10
2.113489039836647734e+07,-2.329695685266548253e+02,-2.331183391838503383e+02,4.755968371344855683e+01,4.755968371344855683e+01,5.358028362672818190e+01,-6.864473373061926509e+01,-6.864473373061926509e+01,-6.864473373061926509e+01,4.775448670260706700e-04,3.696266817081855997e-10
2.137962089502232522e+07,-2.331337089748846552e+02,-2.332791472346514468e+02,4.816890553398253161e+01,4.816890553398253161e+01,5.418950544726215668e+01,-6.849686693513004343e+01,-6.849686693513004343e+01,-6.849686693513004343e+01,5.122421036555323921e-04,3.759729960831182026e-10
2.162718523727020249e+07,-2.333059290558172449e+02,-2.334481083344202261e+02,4.935658025862559839e+01,4.935658025862559839e+01,5.537718017190522346e+01,-6.836139600059139809e+01,-6.836139600059139809e+01,-6.836139600059139809e+01,5.872986581768124088e-04,3.818828894957232254e-10
2.187761623949551955e+07,-2.334865978424831496e+02,-2.336255899899659028e+02,5.251952358702659751e+01,5.251952358702659751e+01,5.854012350030622258e+01,-6.823849239426947122e+01,-6.823849239426947122e+01,-6.823849239426947122e+01,8.452908638414751916e-04,3.873248668804081512e-10
2.213094709605636448e+07,-2.336761107579080488e+02,-2.338119860893758357e+02,6.188211174239917511e+01,6.188211174239917511e+01,6.790271165567880018e+01,-6.812836713320285753e+01,-6.812836713320285753e+01,-6.812836713320285753e+01,2.483908437867085421e-03,3.922668819419803396e-10
2.238721138568342477e+07,-2.338748926171978724e+02,-2.340077199435543491e+02,1.404185642503662557e+01,1.404185642503662557e+01,2.006245633831624886e+01,-6.803127271725045944e+01,-6.803127271725045944e+01,-6.803127271725045944e+01,1.007216465770188952e-05,3.966764008746947554e-10
2.264644307593061775e+07,-2.340834010214188652e+02,-2.342132476795646880e+02,3.778787283380574280e+01,3.778787283380574280e+01,4.380847274708536787e+01,-6.794750552935794019e+01,-6.794750552935794019e+01,-6.794750552935794019e+01,1.550328166316272455e-04,4.005204759074259464e-10
2.290867652767774835e+07,-2.343021301709759427e+02,-2.344290620534769971e+02,4.050175362459063422e+01,4.050175362459063422e+01,4.652235353787025929e+01,-6.787740875667159912e+01,-6.787740875667159912e+01,-6.787740875667159912e+01,2.118935206400801466e-04,4.037658296192013324e-10
2.317394649968479574e+07,-2.345316151784919896e+02,-2.346556967627245740e+02,4.154236792214565810e+01,4.154236792214565810e+01,4.756296783542528317e+01,-6.782137590039327790e+01,-6.782137590039327790e+01,-6.782137590039327790e+01,2.388627300850796361e-04,4.063789510451078828e-10
2.344228815319922566e+07,-2.347724369767183816e+02,-2.348937313534985947e+02,4.204906667898282535e+01,4.204906667898282535e+01,4.806966659226245042e+01,-6.777985495945276284e+01,-6.777985495945276284e+01,-6.777985495945276284e+01,2.532114438242384137e-04,4.083262046741829920e-10
2.371373705661655217e+07,-2.350252279366109178e+02,-2.351437968383151826e+02,4.231118776561945083e+01,4.231118776561945083e+01,4.833178767889907590e+01,-6.775335339408394475e+01,-6.775335339408394475e+01,-6.775335339408394475e+01,2.609692779418320402e-04,4.095739535286874363e-10
2.398832919019489735e+07,-2.352906783355412301e+02,-2.354065821637247780e+02,4.243742091338901190e+01,4.243742091338901190e+01,4.845802082666863697e+01,-6.774244400141635936e+01,-6.774244400141635936e+01,-6.774244400141635936e+01,2.647896718128050684e-04,4.100886976086436758e-10
2.426610095082414150e+07,-2.355695438472058640e+02,-2.356828416997260263e+02,4.247775414546133987e+01,4.247775414546133987e+01,4.849835405874095784e+01,-6.774777186780481486e+01,-6.774777186780481486e+01,-6.774777186780481486e+01,2.660220910837165055e-04,4.098372290872294267e-10
2.454708915685028583e+07,-2.358626542652310718e+02,-2.359734039628815481e+02,4.245823002998726992e+01,4.245823002998726992e+01,4.847882994326689499e+01,-6.777006260392114712e+01,-6.777006260392114712e+01,-6.777006260392114712e+01,2.654247990092110606e-04,4.087868057521112596e-10
2.483133105295572802e+07,-2.361709237245662791e+02,-2.362791818372294301e+02,4.239356562133816908e+01,4.239356562133816908e+01,4.841416553461779415e+01,-6.781013212147544778e+01,-6.781013212147544778e+01,-6.781013212147544778e+01,2.634561110129619182e-04,4.069053443058090805e-10
