frequency_Hz,I_HOT_abs_A,I_RTN_abs_A,I_CM_abs_A,I_HOT_dBuA,I_RTN_dBuA,I_CM_dBuA,I_CM_phase_deg
8.317637711026708130e+05,2.503997666578038636e-04,2.503997666578038636e-04,5.007995333156077273e-04,4.797267839657651223e+01,4.797267839657651223e+01,5.399327830985613730e+01,-1.799857765206436682e+02
8.413951416451964760e+05,2.189702349766227125e-04,2.189702349766227125e-04,4.379404699532454251e-04,4.680770168822269284e+01,4.680770168822269284e+01,5.282830160150231791e+01,-1.799855214775137142e+02
8.511380382023758721e+05,1.882437462688924326e-04,1.882437462688924326e-04,3.764874925377848652e-04,4.549441114435782652e+01,4.549441114435782652e+01,5.151501105763745159e+01,-1.799852322814168417e+02
8.609937521846016170e+05,1.582037272946920170e-04,1.582037272946920170e-04,3.164074545893840341e-04,4.398433422602052900e+01,4.398433422602052900e+01,5.000493413930015407e+01,-1.799848918063066776e+02
8.709635899560796097e+05,1.288339790707369913e-04,1.288339790707369913e-04,2.576679581414739826e-04,4.220060840593114193e+01,4.220060840593114193e+01,4.822120831921076700e+01,-1.799844682852496192e+02
8.810488730080146343e+05,1.001186676927489017e-04,1.001186676927489017e-04,2.002373353854978034e-04,4.001030123391803528e+01,4.001030123391803528e+01,4.603090114719766035e+01,-1.799838953837086990e+02
8.912509381337459199e+05,7.204231537332807819e-05,7.204231537332807819e-05,1.440846307466561564e-04,3.715175324388854960e+01,3.715175324388854960e+01,4.317235315716817468e+01,-1.799830075543428620e+02
9.015711376059569884e+05,4.458979169434557516e-05,4.458979169434557516e-05,8.917958338869115033e-05,3.298470887008809882e+01,3.298470887008809882e+01,3.900530878336772389e+01,-1.799812436361206380e+02
9.120108393559096148e+05,1.774630513711387525e-05,1.774630513711387525e-05,3.549261027422775049e-05,2.498215889362517572e+01,2.498215889362517572e+01,3.100275880690480079e+01,-1.799747103854633963e+02
9.225714271547629032e+05,8.502606735664752405e-06,8.502606735664752405e-06,1.700521347132950481e-05,1.859104184924725800e+01,1.859104184924725800e+01,2.461164176252687952e+01,-7.228689275798963476e-03
9.332543007969923783e+05,3.417108030003252839e-05,3.417108030003252839e-05,6.834216060006505678e-05,3.067317417997092477e+01,3.067317417997092477e+01,3.669377409325054629e+01,9.532562825154602265e-03
9.440608762859225972e+05,5.927294197898459879e-05,5.927294197898459879e-05,1.185458839579691976e-04,3.545712967470436183e+01,3.545712967470436183e+01,4.147772958798398690e+01,1.202709827747229163e-02
9.549925860214368440e+05,8.382170951165561392e-05,8.382170951165561392e-05,1.676434190233112278e-04,3.846713027715478006e+01,3.846713027715478006e+01,4.448773019043439803e+01,1.312362261922835581e-02
9.660508789898121031e+05,1.078306021066265905e-04,1.078306021066265905e-04,2.156612042132531810e-04,4.065484060476584460e+01,4.065484060476584460e+01,4.667544051804546967e+01,1.379296280845542823e-02
9.772372209558112081e+05,1.313125475792032456e-04,1.313125475792032456e-04,2.626250951584064913e-04,4.236612454220767177e+01,4.236612454220767177e+01,4.838672445548729684e+01,1.427689207147191282e-02
9.885530946569390362e+05,1.542801896269422885e-04,1.542801896269422885e-04,3.085603792538845771e-04,4.376620327977897773e+01,4.376620327977897773e+01,4.978680319305859570e+01,1.466433156148040477e-02
1.000000000000000000e+06,1.767458949589822644e-04,1.767458949589822644e-04,3.534917899179645289e-04,4.494698671615496011e+01,4.494698671615496011e+01,5.096758662943458518e+01,1.499566680189943699e-02
1.011579454259898281e+06,1.987217602724255378e-04,1.987217602724255378e-04,3.974435205448510755e-04,4.596490850966554831e+01,4.596490850966554831e+01,5.198550842294517338e+01,1.529189356154043999e-02
1.023292992280753679e+06,2.202196190789592798e-04,2.202196190789592798e-04,4.404392381579185596e-04,4.685712014177755691e+01,4.685712014177755691e+01,5.287772005505718198e+01,1.556501312671407060e-02
1.035142166679343092e+06,2.412510483859210003e-04,2.412510483859210003e-04,4.825020967718420006e-04,4.764938418599378878e+01,4.764938418599378878e+01,5.366998409927341385e+01,1.582238754595408775e-02
1.047128548050900688e+06,2.618273752362347290e-04,2.618273752362347290e-04,5.236547504724694581e-04,4.836030104081849856e+01,4.836030104081849856e+01,5.438090095409812363e+01,1.606878774310813510e-02
1.059253725177289685e+06,2.819596831116046921e-04,2.819596831116046921e-04,5.639193662232093842e-04,4.900374027603854188e+01,4.900374027603854188e+01,5.502434018931816695e+01,1.630744469068296301e-02
1.071519305237607099e+06,3.016588182033798360e-04,3.016588182033798360e-04,6.033176364067596720e-04,4.959032050593372531e+01,4.959032050593372531e+01,5.561092041921335039e+01,1.654062730996759545e-02
1.083926914021203993e+06,3.209353955553062316e-04,3.209353955553062316e-04,6.418707911106124632e-04,5.012835235042599891e+01,5.012835235042599891e+01,5.614895226370562398e+01,1.676997834358874562e-02
1.096478196143185021e+06,3.397998050824715044e-04,3.397998050824715044e-04,6.795996101649430087e-04,5.062446250822196703e+01,5.062446250822196703e+01,5.664506242150159210e+01,1.699671874150239168e-02
1.109174815262400778e+06,3.582622174705953847e-04,3.582622174705953847e-04,7.165244349411907694e-04,5.108402019294878471e+01,5.108402019294878471e+01,5.710462010622840978e+01,1.722177693583037267e-02
1.122018454301962862e+06,3.763325899598015528e-04,3.763325899598015528e-04,7.526651799196031056e-04,5.151143658679831105e+01,5.151143658679831105e+01,5.753203650007793613e+01,1.744587335008776843e-02
1.135010815672314260e+06,3.940206720169572982e-04,3.940206720169572982e-04,7.880413440339145963e-04,5.191038014754624186e+01,5.191038014754624186e+01,5.793098006082586693e+01,1.766957724162997179e-02
1.148153621496884152e+06,4.113360109006290255e-04,4.113360109006290255e-04,8.226720218012580511e-04,5.228393464001717916e+01,5.228393464001717916e+01,5.830453455329680423e+01,1.789334589822465238e-02
1.161448613840343896e+06,4.282879571226420076e-04,4.282879571226420076e-04,8.565759142452840152e-04,5.263471725591109873e+01,5.263471725591109873e+01,5.865531716919071670e+01,1.811755226565363655e-02
1.174897554939530324e+06,4.448856698102755022e-04,4.448856698102755022e-04,8.897713396205510043e-04,5.296496833871663057e+01,5.296496833871663057e+01,5.898556825199624143e+01,1.834250480366819702e-02
1.188502227437018882e+06,4.611381219729774965e-04,4.611381219729774965e-04,9.222762439459549931e-04,5.327662053062286418e+01,5.327662053062286418e+01,5.929722044390248925e+01,1.856846200696093963e-02
1.202264434617413208e+06,4.770541056775911117e-04,4.770541056775911117e-04,9.541082113551822234e-04,5.357135275751721792e+01,5.357135275751721792e+01,5.959195267079684299e+01,1.879564319214231671e-02
1.216186000646367902e+06,4.926422371360009980e-04,4.926422371360009980e-04,9.852844742720019960e-04,5.385063287473614224e+01,5.385063287473614224e+01,5.987123278801576731e+01,1.902423662520662598e-02
1.230268770812381059e+06,5.079109617091222576e-04,5.079109617091222576e-04,1.015821923418244515e-03,5.411575171703314879e+01,5.411575171703314879e+01,6.013635163031277386e+01,1.925440572456809871e-02
1.244514611771384487e+06,5.228685588311538868e-04,5.228685588311538868e-04,1.045737117662307774e-03,5.436785055177116988e+01,5.436785055177116988e+01,6.038845046505079495e+01,1.948629385137312653e-02
1.258925411794166081e+06,5.375231468580344511e-04,5.375231468580344511e-04,1.075046293716068902e-03,5.460794341217231107e+01,5.460794341217231107e+01,6.062854332545193614e+01,1.972002804898929582e-02
1.273503081016662996e+06,5.518826878440522910e-04,5.518826878440522910e-04,1.103765375688104582e-03,5.483693541557877182e+01,5.483693541557877182e+01,6.085753532885838979e+01,1.995572199136227964e-02
1.288249551693134941e+06,5.659549922505637464e-04,5.659549922505637464e-04,1.131909984501127493e-03,5.505563790311426686e+01,5.505563790311426686e+01,6.107623781639389193e+01,2.019347832909051954e-02
1.303166778452300001e+06,5.797477235908692203e-04,5.797477235908692203e-04,1.159495447181738441e-03,5.526478104067691532e+01,5.526478104067691532e+01,6.128538095395654040e+01,2.043339057224978147e-02
1.318256738556407392e+06,5.932684030152434503e-04,5.932684030152434503e-04,1.186536806030486901e-03,5.546502437576509692e+01,5.546502437576509692e+01,6.148562428904472199e+01,2.067554461349296532e-02
1.333521432163323974e+06,6.065244138402514510e-04,6.065244138402514510e-04,1.213048827680502902e-03,5.565696573579819528e+01,5.565696573579819528e+01,6.167756564907782035e+01,2.092001996933173097e-02
1.348962882591653382e+06,6.195230060265005580e-04,6.195230060265005580e-04,1.239046012053001116e-03,5.584114877129869114e+01,5.584114877129869114e+01,6.186174868457831622e+01,2.116689079880391608e-02
1.364583136588923866e+06,6.322713006090460155e-04,6.322713006090460155e-04,1.264542601218092031e-03,5.601806938448524420e+01,5.601806938448524420e+01,6.203866929776486927e+01,2.141622674493311868e-02
1.380384264602883719e+06,6.447762940847762874e-04,6.447762940847762874e-04,1.289552588169552575e-03,5.618818123544975407e+01,5.618818123544975407e+01,6.220878114872937914e+01,2.166809363410346009e-02
1.396368361055938993e+06,6.570448627611632586e-04,6.570448627611632586e-04,1.314089725522326517e-03,5.635190048052386658e+01,5.635190048052386658e+01,6.237250039380349165e+01,2.192255406073774504e-02
1.412537544622755377e+06,6.690837670708822942e-04,6.690837670708822942e-04,1.338167534141764588e-03,5.650960986803966080e+01,5.650960986803966080e+01,6.253020978131928587e+01,2.217966787879625812e-02
1.428893958511103643e+06,6.808996558569511059e-04,6.808996558569511059e-04,1.361799311713902212e-03,5.666166229351061645e+01,5.666166229351061645e+01,6.268226220679024152e+01,2.243949261712289978e-02
1.445439770745927934e+06,6.924990706331082607e-04,6.924990706331082607e-04,1.384998141266216521e-03,5.680838389785799336e+01,5.680838389785799336e+01,6.282898381113761843e+01,2.270208383219950513e-02
1.462177174456718378e+06,7.038884498243584871e-04,7.038884498243584871e-04,1.407776899648716974e-03,5.695007677760662546e+01,5.695007677760662546e+01,6.297067669088625053e+01,2.296749540918053417e-02
1.479108388168207137e+06,7.150741329927406313e-04,7.150741329927406313e-04,1.430148265985481263e-03,5.708702136415396922e+01,5.708702136415396922e+01,6.310762127743359429e+01,2.323577981997334077e-02
1.496235656094432808e+06,7.260623650535793540e-04,7.260623650535793540e-04,1.452124730107158708e-03,5.721947851965963849e+01,5.721947851965963849e+01,6.324007843293926356e+01,2.350698834547368735e-02
1.513561248436207185e+06,7.368593004876529623e-04,7.368593004876529623e-04,1.473718600975305925e-03,5.734769138933047117e+01,5.734769138933047117e+01,6.336829130261009624e+01,2.378117126775122075e-02
1.531087461682031862e+06,7.474710075549620674e-04,7.474710075549620674e-04,1.494942015109924135e-03,5.747188704352574007e+01,5.747188704352574007e+01,6.349248695680536514e+01,2.405837803693447116e-02
1.548816618912482634e+06,7.579034725159965831e-04,7.579034725159965831e-04,1.515806945031993166e-03,5.759227793788861050e+01,5.759227793788861050e+01,6.361287785116823557e+01,2.433865741670481614e-02
1.566751070108150132e+06,7.681626038667098595e-04,7.681626038667098595e-04,1.536325207733419719e-03,5.770906321540503825e+01,5.770906321540503825e+01,6.372966312868466332e+01,2.462205761163413498e-02
1.584893192461114144e+06,7.782542365936340406e-04,7.782542365936340406e-04,1.556508473187268081e-03,5.782242987072046247e+01,5.782242987072046247e+01,6.384302978400008755e+01,2.490862637905174801e-02
1.603245390690041706e+06,7.881841364559652756e-04,7.881841364559652756e-04,1.576368272911930551e-03,5.793255379407383998e+01,5.793255379407383998e+01,6.395315370735346505e+01,2.519841112768207714e-02
1.621810097358929925e+06,7.979580043017508832e-04,7.979580043017508832e-04,1.595916008603501766e-03,5.803960070972281926e+01,5.803960070972281926e+01,6.406020062300244433e+01,2.549145900492889860e-02
1.640589773199538700e+06,8.075814804257150847e-04,8.075814804257150847e-04,1.615162960851430169e-03,5.814372702164948237e+01,5.814372702164948237e+01,6.416432693492910744e+01,2.578781697438338114e-02
1.659586907437559683e+06,8.170601489766850332e-04,8.170601489766850332e-04,1.634120297953370066e-03,5.824508057757918067e+01,5.824508057757918067e+01,6.426568049085881285e+01,2.608753188488541902e-02
1.678804018122558948e+06,8.263995424230270812e-04,8.263995424230270812e-04,1.652799084846054162e-03,5.834380136086029012e+01,5.834380136086029012e+01,6.436440127413990808e+01,2.639065053226363408e-02
1.698243652461746009e+06,8.356051460850326407e-04,8.356051460850326407e-04,1.671210292170065281e-03,5.844002211849311834e+01,5.844002211849311834e+01,6.446062203177274341e+01,2.669721971470870314e-02
1.717908387157589430e+06,8.446824027437100464e-04,8.446824027437100464e-04,1.689364805487420093e-03,5.853386893252445589e+01,5.853386893252445589e+01,6.455446884580408096e+01,2.700728628259255540e-02
1.737800828749376349e+06,8.536367173361019333e-04,8.536367173361019333e-04,1.707273434672203867e-03,5.862546174110966746e+01,5.862546174110966746e+01,6.464606165438928542e+01,2.732089718342701340e-02
1.757923613958693109e+06,8.624734617478474171e-04,8.624734617478474171e-04,1.724946923495694834e-03,5.871491481476048335e+01,5.871491481476048335e+01,6.473551472804010132e+01,2.763809950255425446e-02
1.778279410038922913e+06,8.711979797144770669e-04,8.711979797144770669e-04,1.742395959428954134e-03,5.880233719262490411e+01,5.880233719262490411e+01,6.482293710590452918e+01,2.795894050007722079e-02
1.798870915128787514e+06,8.798155918437115634e-04,8.798155918437115634e-04,1.759631183687423127e-03,5.888783308306661013e+01,5.888783308306661013e+01,6.490843299634622099e+01,2.828346764446601144e-02
1.819700858609982533e+06,8.883316007719099924e-04,8.883316007719099924e-04,1.776663201543819985e-03,5.897150223231224686e+01,5.897150223231224686e+01,6.499210214559187193e+01,2.861172864321446033e-02
1.840772001468954375e+06,8.967512964687527526e-04,8.967512964687527526e-04,1.793502592937505505e-03,5.905344026450272565e+01,5.905344026450272565e+01,6.507404017778235072e+01,2.894377147086957605e-02
1.862087136662869481e+06,9.050799617053239231e-04,9.050799617053239231e-04,1.810159923410647846e-03,5.913373899611111995e+01,5.913373899611111995e+01,6.515433890939074502e+01,2.927964439471001865e-02
1.883649089489802020e+06,9.133228777018614344e-04,9.133228777018614344e-04,1.826645755403722869e-03,5.921248672736390262e+01,5.921248672736390262e+01,6.523308664064353479e+01,2.961939599831208206e-02
1.905460717963248258e+06,9.214853299727603694e-04,9.214853299727603694e-04,1.842970659945520739e-03,5.928976851302061135e+01,5.928976851302061135e+01,6.531036842630022932e+01,2.996307520320805676e-02
1.927524913190936670e+06,9.295726143877421077e-04,9.295726143877421077e-04,1.859145228775484215e-03,5.936566641461964622e+01,5.936566641461964622e+01,6.538626632789926418e+01,3.031073128881044826e-02
1.949844599758045515e+06,9.375900434696678339e-04,9.375900434696678339e-04,1.875180086939335668e-03,5.944025973608394509e+01,5.944025973608394509e+01,6.546085964936357016e+01,3.066241391075244863e-02
1.972422736114853527e+06,9.455429529511349485e-04,9.455429529511349485e-04,1.891085905902269897e-03,5.951362524439224444e+01,5.951362524439224444e+01,6.553422515767186951e+01,3.101817311777010575e-02
1.995262314968878869e+06,9.534367086138403457e-04,9.534367086138403457e-04,1.906873417227680691e-03,5.958583737685768256e+01,5.958583737685768256e+01,6.560643729013730763e+01,3.137805936723245953e-02
2.018366363681559684e+06,9.612767134367263119e-04,9.612767134367263119e-04,1.922553426873452624e-03,5.965696843641261182e+01,5.965696843641261182e+01,6.567756834969223689e+01,3.174212353940707859e-02
2.041737944669531658e+06,9.690684150811666080e-04,9.690684150811666080e-04,1.938136830162333216e-03,5.972708877617275647e+01,5.972708877617275647e+01,6.574768868945238864e+01,3.211041695053268308e-02
2.065380155810531229e+06,9.768173137439293240e-04,9.768173137439293240e-04,1.953634627487858648e-03,5.979626697444518868e+01,5.979626697444518868e+01,6.581686688772479954e+01,3.248299136475417404e-02
2.089296130854040850e+06,9.845289704113995965e-04,9.845289704113995965e-04,1.969057940822799193e-03,5.986457000124902095e+01,5.986457000124902095e+01,6.588516991452864602e+01,3.285989900496338878e-02
2.113489039836647455e+06,9.922090155515248845e-04,9.922090155515248845e-04,1.984418031103049769e-03,5.993206337733512612e+01,5.993206337733512612e+01,6.595266329061475119e+01,3.324119256257318522e-02
